7 0011_00 7 3 0.6515625
8 0011_00 8 3 0.8987924
9 0011_00 9 3 0.888536
5 0011_00 5 4 0.9048626
6 0011_00 6 4 0.86902803
7 0011_00 7 4 0.67772084
8 0011_00 8 4 0.90206623
9 0011_00 9 4 0.874018
5 0011_00 5 5 0.9014688
6 0011_00 6 5 0.8827387
7 0011_00 7 5 0.67922795
8 0011_00 8 5 0.91496694
9 0011_00 9 5 0.87906975
5 0011_00 5 6 0.8893317
6 0011_00 6 6 0.88073397
7 0011_00 7 6 0.7068127
8 0011_00 8 6 0.91077536
9 0011_00 9 6 0.8688663
5 0011_00 5 7 0.89546293
6 0011_00 6 7 0.91493386
7 0011_00 7 7 0.70832026
8 0011_00 8 7 0.89634997
9 0011_00 9 7 0.8783434
5 0011_00 5 8 0.90052515
6 0011_00 6 8 0.91633254
7 0011_00 7 8 0.74139535
8 0011_00 8 8 0.8838397
9 0011_00 9 8 0.89343786
5 0011_00 5 9 0.9172073
6 0011_00 6 9 0.9153453
7 0011_00 7 9 0.7383177
8 0011_00 8 9 0.8902942
9 0011_00 9 9 0.887421
5 0011_00 5 10 0.9349893
6 0011_00 6 10 0.9181208
7 0011_00 7 10 0.7287592
8 0011_00 8 10 0.89785695
9 0011_00 9 10 0.8803717
5 0011_00 5 11 0.9317691
6 0011_00 6 11 0.92222524
7 0011_00 7 11 0.7322439
8 0011_00 8 11 0.90314704
9 0011_00 9 11 0.88002294
5 0011_00 5 12 0.9352651
6 0011_00 6 12 0.9215054
7 0011_00 7 12 0.7472188
8 0011_00 8 12 0.9037611
9 0011_00 9 12 0.884984
5 0011_00 5 13 0.93362284
6 0011_00 6 13 0.9159597
7 0011_00 7 13 0.75101024
8 0011_00 8 13 0.89930457
9 0011_00 9 13 0.8903635
5 0011_00 5 14 0.935743
6 0011_00 6 14 0.91695595
7 0011_00 7 14 0.75566036
8 0011_00 8 14 0.9138905
9 0011_00 9 14 0.8879584
5 0011_00 5 15 0.9371359
6 0011_00 6 15 0.926313
7 0011_00 7 15 0.76272243
8 0011_00 8 15 0.9166667
9 0011_00 9 15 0.87870157
5 0011_00 5 16 0.9394405
6 0011_00 6 16 0.9257677
7 0011_00 7 16 0.7692308
8 0011_00 8 16 0.90962017
9 0011_00 9 16 0.88378763
5 0011_00 5 17 0.9383477
6 0011_00 6 17 0.92283213
7 0011_00 7 17 0.770428
8 0011_00 8 17 0.90989745
9 0011_00 9 17 0.882808
5 0011_00 5 18 0.93748087
6 0011_00 6 18 0.91598845
